Date,Product,Region,Channel,Category,Unit_Price,Units_Sold,Discount_Pct,Revenue,Cost,Profit,Customer_Type
2023-09-02,Milk,Central,Online,Fresh Dairy,2.414598188940269,58,6.1,131.5,94.03,37.47,Regular
2023-09-02,Yogurt,South,Retail Store,Fermented Dairy,2.594964940912704,39,4.6,96.55,52.11,44.44,Regular
2023-09-02,Cream,East,Retail Store,Fresh Dairy,3.734644597543116,23,14.1,73.79,50.34,23.45,Wholesale
2023-09-02,Butter,Central,Supermarket,Dairy Fat,4.38148030895263,33,9.7,130.56,74.57,55.99,Wholesale
2023-09-02,Curd,North,Supermarket,Fermented Dairy,1.7362796461930659,51,4.0,85.01,49.92,35.09,Wholesale
2023-09-02,Milk,North,Online,Fresh Dairy,2.315667031359003,65,3.2,145.7,99.24,46.46,Regular
2023-09-02,Flavored Milk,South,Supermarket,Beverage,2.3069878156412438,63,3.6,140.11,73.72,66.39,New
2023-09-02,Yogurt,Central,Online,Fermented Dairy,2.9498532762024134,31,10.6,81.75,46.25,35.5,Regular
2023-09-02,Paneer,East,Wholesale,Fresh Dairy,5.3267492492430755,46,6.6,228.86,152.7,76.16,Wholesale
2023-09-02,Ghee,East,Retail Store,Dairy Fat,9.28919232323908,22,8.5,186.99,106.98,80.01,Regular
2023-09-02,Paneer,East,Retail Store,Fresh Dairy,5.783890090436867,33,9.1,173.5,116.78,56.72,Wholesale
2023-09-02,Cream,North,Retail Store,Fresh Dairy,3.59786767924836,31,9.4,101.05,67.24,33.81,Regular
2023-09-02,Yogurt,South,Wholesale,Fermented Dairy,2.582427416940691,59,10.2,136.82,84.97,51.85,Regular
2023-09-02,Paneer,Central,Supermarket,Fresh Dairy,6.495394972702593,44,9.3,259.22,182.38,76.84,Regular
2023-09-02,Cream,East,Supermarket,Fresh Dairy,3.729583716187901,25,7.1,86.62,56.19,30.43,Wholesale
2023-09-02,Yogurt,North,Retail Store,Fermented Dairy,2.8819883081000253,59,15.4,143.85,88.93,54.92,New
2023-09-02,Flavored Milk,West,Retail Store,Beverage,2.5708044702513306,57,11.4,129.83,71.39,58.44,Regular
2023-09-02,Milk,Central,Supermarket,Fresh Dairy,2.297096408771349,79,14.1,155.88,105.45,50.43,New
2023-09-02,Butter,North,Wholesale,Dairy Fat,4.398737424265022,41,9.2,163.76,94.28,69.48,Regular
2023-09-02,Buttermilk,North,Supermarket,Beverage,1.4141813242607968,60,4.5,81.03,42.16,38.87,Regular
2023-09-02,Yogurt,South,Retail Store,Fermented Dairy,2.920978325527221,47,3.8,132.07,74.08,57.99,Regular
2023-09-02,Yogurt,North,Online,Fermented Dairy,2.9657081651715176,35,10.6,92.8,57.13,35.67,Regular
2023-09-02,Flavored Milk,West,Supermarket,Beverage,2.5711460383251894,44,3.8,108.83,56.02,52.81,Regular
2023-09-02,Butter,West,Retail Store,Dairy Fat,3.7637454082608413,41,11.2,137.03,81.8,55.23,Regular
2023-09-02,Ghee,South,Supermarket,Dairy Fat,8.762133185517248,28,16.8,204.12,121.24,82.88,Wholesale
2023-09-02,Yogurt,East,Wholesale,Fermented Dairy,2.7569811026021744,47,7.1,120.38,76.6,43.78,Wholesale
2023-09-02,Milk,North,Wholesale,Fresh Dairy,2.3264381084558887,100,6.9,216.59,146.05,70.54,Wholesale
2023-09-02,Milk,West,Wholesale,Fresh Dairy,2.3031154968062624,91,14.9,178.36,125.73,52.63,New
2023-09-02,Yogurt,East,Wholesale,Fermented Dairy,3.0763318888312337,58,3.6,172.0,105.07,66.93,Wholesale
2023-09-03,Ghee,South,Online,Dairy Fat,9.642001752439887,18,12.4,152.04,89.04,63.0,Regular
2023-09-03,Curd,East,Retail Store,Fermented Dairy,1.4919666052083365,44,11.1,58.36,35.54,22.82,Regular
2023-09-03,Curd,Central,Retail Store,Fermented Dairy,1.6113869169710444,61,11.2,87.29,55.84,31.45,Regular
2023-09-03,Yogurt,East,Retail Store,Fermented Dairy,2.692876430220904,63,5.1,161.0,92.92,68.08,Regular
2023-09-03,Milk,West,Supermarket,Fresh Dairy,2.0704434767534425,85,12.4,154.17,106.93,47.24,Regular
2023-09-03,Flavored Milk,East,Online,Beverage,2.3699292722984744,29,3.3,66.46,32.12,34.34,Wholesale
2023-09-03,Cheese,West,Supermarket,Processed Dairy,7.142783006383724,38,13.5,234.78,138.35,96.43,Regular
2023-09-03,Yogurt,North,Supermarket,Fermented Dairy,2.85559108336691,37,8.1,97.1,56.79,40.31,Wholesale
2023-09-03,Paneer,West,Retail Store,Fresh Dairy,5.824430431462114,38,12.3,194.1,123.52,70.58,Regular
2023-09-03,Flavored Milk,South,Supermarket,Beverage,2.7200532789085714,64,11.4,154.24,81.25,72.99,Wholesale
2023-09-03,Yogurt,West,Retail Store,Fermented Dairy,2.6906211979847576,47,6.8,117.86,74.67,43.19,New
2023-09-03,Curd,West,Online,Fermented Dairy,1.5681037084294778,48,9.7,67.97,40.94,27.03,Regular
2023-09-03,Cream,East,Retail Store,Fresh Dairy,3.57824087003149,29,8.6,94.84,64.0,30.84,Regular
2023-09-03,Butter,North,Supermarket,Dairy Fat,4.437754877491371,34,7.1,140.17,74.46,65.71,Regular
2023-09-03,Milk,East,Supermarket,Fresh Dairy,2.38178517664942,59,10.5,125.77,84.04,41.73,Regular
2023-09-03,Butter,South,Online,Dairy Fat,3.903250899706263,39,13.2,132.13,78.16,53.97,Regular
2023-09-03,Ghee,North,Wholesale,Dairy Fat,8.977820424736631,39,0.0,350.13,204.58,145.55,New
2023-09-03,Milk,Central,Wholesale,Fresh Dairy,2.2467670073408184,87,13.0,170.06,112.27,57.79,Regular
2023-09-03,Cheese,North,Supermarket,Processed Dairy,6.153091087944758,39,9.2,217.89,143.15,74.74,Wholesale
2023-09-03,Milk,South,Retail Store,Fresh Dairy,2.0125232917492792,51,0.0,102.64,72.55,30.09,New
2023-09-03,Cheese,South,Wholesale,Processed Dairy,6.391479222647255,45,11.5,254.54,160.44,94.1,New
2023-09-03,Ghee,Central,Wholesale,Dairy Fat,8.297365385089716,29,10.3,215.84,127.95,87.89,Regular
2023-09-03,Butter,Central,Retail Store,Dairy Fat,4.34014058502138,37,5.7,151.43,86.01,65.42,Regular
2023-09-03,Paneer,South,Supermarket,Fresh Dairy,6.339797239662057,51,0.6,321.39,218.38,103.01,New
2023-09-03,Milk,West,Retail Store,Fresh Dairy,2.468073541563457,55,7.4,125.7,82.52,43.18,New
2023-09-03,Curd,East,Supermarket,Fermented Dairy,1.5555602856990636,63,7.1,91.04,53.17,37.87,New
2023-09-03,Milk,North,Retail Store,Fresh Dairy,2.003762284810255,59,0.0,118.22,85.46,32.76,New
2023-09-03,Buttermilk,South,Wholesale,Beverage,1.283876832506116,66,6.3,79.4,41.27,38.13,New
2023-09-03,Ghee,East,Wholesale,Dairy Fat,7.6691316469265,36,9.6,249.58,146.99,102.59,Regular
2023-09-03,Cheese,South,Supermarket,Processed Dairy,6.447921039983055,43,14.0,238.44,155.0,83.44,Regular
2023-09-03,Flavored Milk,North,Wholesale,Beverage,2.5924711367288147,65,10.5,150.82,79.54,71.28,Wholesale
2023-09-03,Milk,South,Online,Fresh Dairy,2.201399396831051,54,3.3,114.95,75.03,39.92,Wholesale
2023-09-03,Cream,South,Supermarket,Fresh Dairy,3.672873597061147,42,4.3,147.63,99.3,48.33,Regular
2023-09-03,Ghee,South,Supermarket,Dairy Fat,8.332281685062716,25,17.2,172.48,95.8,76.68,New
2023-09-03,Curd,East,Retail Store,Fermented Dairy,1.6819723378808302,44,4.5,70.68,43.1,27.58,Wholesale
2023-09-03,Paneer,Central,Retail Store,Fresh Dairy,5.265057041847583,42,9.4,200.35,144.36,55.99,Regular
2023-09-03,Cream,West,Supermarket,Fresh Dairy,3.5614814123536087,34,8.8,110.43,77.3,33.13,New
2023-09-03,Cream,Central,Wholesale,Fresh Dairy,3.7193606813585274,47,9.2,158.73,106.75,51.98,Regular
2023-09-03,Butter,East,Supermarket,Dairy Fat,4.50725814000932,41,5.7,174.26,102.72,71.54,New
2023-09-03,Paneer,West,Supermarket,Fresh Dairy,5.686635855079393,45,4.8,243.62,177.03,66.59,Regular
2023-09-03,Paneer,West,Online,Fresh Dairy,5.356227871465228,42,5.9,211.69,137.74,73.95,Regular
2023-09-03,Milk,East,Retail Store,Fresh Dairy,2.442714851517465,43,19.0,85.08,57.97,27.11,Wholesale
2023-09-03,Butter,West,Retail Store,Dairy Fat,4.081590042617153,33,4.9,128.09,74.83,53.26,Regular
2023-09-03,Buttermilk,North,Wholesale,Beverage,1.4902606477049205,71,13.6,91.42,46.53,44.89,Wholesale
2023-09-03,Buttermilk,North,Supermarket,Beverage,1.4664083920477253,56,8.6,75.06,37.0,38.06,Regular
2023-09-03,Butter,South,Supermarket,Dairy Fat,4.4037107177076855,48,12.8,184.32,103.41,80.91,Wholesale
2023-09-03,Butter,North,Retail Store,Dairy Fat,4.178379638833412,31,7.8,119.43,64.4,55.03,New
2023-09-04,Milk,Central,Retail Store,Fresh Dairy,2.142859326458102,45,7.1,89.58,60.83,28.75,Regular
2023-09-04,Flavored Milk,Central,Wholesale,Beverage,2.369838552058128,46,10.3,97.78,48.75,49.03,Regular
2023-09-04,Paneer,West,Retail Store,Fresh Dairy,6.1236755540641195,38,7.1,216.18,147.49,68.69,Regular
2023-09-04,Flavored Milk,West,Online,Beverage,2.4520807232478363,32,4.0,75.33,41.35,33.98,New
2023-09-04,Butter,West,Supermarket,Dairy Fat,4.443630100149368,37,6.5,153.73,85.79,67.94,Wholesale
2023-09-04,Flavored Milk,East,Wholesale,Beverage,2.516766862100149,58,11.3,129.48,64.47,65.01,Wholesale
2023-09-04,Flavored Milk,East,Retail Store,Beverage,2.462317140154198,41,7.7,93.18,47.36,45.82,Wholesale
2023-09-04,Cheese,West,Wholesale,Processed Dairy,6.553014848231815,44,10.4,258.35,169.25,89.1,Regular
2023-09-04,Milk,West,Wholesale,Fresh Dairy,1.9873718834671725,73,8.3,133.04,91.25,41.79,Regular
2023-09-04,Buttermilk,South,Wholesale,Beverage,1.4448375600373966,57,10.5,73.71,39.33,34.38,Regular
2023-09-04,Cheese,North,Online,Processed Dairy,5.9475068443453685,22,1.4,129.01,81.0,48.01,Regular
2023-09-04,Milk,South,Supermarket,Fresh Dairy,1.9651616238119274,54,5.2,100.6,68.62,31.98,Wholesale
2023-09-04,Ghee,Central,Supermarket,Dairy Fat,8.271644183379317,27,13.6,192.96,114.36,78.6,New
2023-09-04,Flavored Milk,East,Online,Beverage,2.3101747002704744,43,4.6,94.77,46.92,47.85,New
2023-09-04,Yogurt,Central,Supermarket,Fermented Dairy,2.854618234403954,57,7.3,150.84,87.55,63.29,Regular
2023-09-04,Milk,North,Wholesale,Fresh Dairy,2.198878772675621,84,5.6,174.36,120.92,53.44,New
2023-09-04,Paneer,North,Retail Store,Fresh Dairy,5.690231794864722,35,12.2,174.86,114.63,60.23,Regular
2023-09-04,Buttermilk,North,Wholesale,Beverage,1.3604431417342064,47,6.9,59.53,28.28,31.25,Wholesale
2023-09-04,Curd,Central,Online,Fermented Dairy,1.6723281814067215,36,12.5,52.68,32.04,20.64,Regular
2023-09-04,Ghee,North,Retail Store,Dairy Fat,8.523674754996966,22,7.0,174.39,103.05,71.34,New
2023-09-04,Cheese,North,Online,Processed Dairy,5.994872246834245,24,9.0,130.93,78.28,52.65,Regular
2023-09-04,Curd,West,Online,Fermented Dairy,1.4962102117620981,46,8.1,63.25,37.65,25.6,New
2023-09-04,Cheese,North,Supermarket,Processed Dairy,6.581579369966592,30,9.5,178.69,109.83,68.86,Regular
2023-09-04,Yogurt,South,Supermarket,Fermented Dairy,2.773345403174192,35,9.3,88.04,51.5,36.54,New
2023-09-04,Cheese,South,Supermarket,Processed Dairy,6.285932342204409,45,4.8,269.29,172.57,96.72,Regular
2023-09-04,Curd,North,Online,Fermented Dairy,1.4599381573522425,36,7.9,48.41,28.28,20.13,Regular
2023-09-04,Flavored Milk,Central,Retail Store,Beverage,2.77549157871624,39,3.8,104.13,50.56,53.57,Wholesale
2023-09-04,Milk,Central,Supermarket,Fresh Dairy,2.0124011816256684,44,8.3,81.2,58.48,22.72,Wholesale
2023-09-04,Milk,South,Retail Store,Fresh Dairy,2.1435824353881587,47,7.5,93.19,64.57,28.62,Wholesale
2023-09-04,Ghee,Central,Retail Store,Dairy Fat,8.456665046270768,21,4.6,169.42,101.79,67.63,Regular
2023-09-04,Cheese,West,Online,Processed Dairy,6.7897154459858715,32,13.2,188.59,129.56,59.03,Regular
2023-09-04,Cheese,North,Supermarket,Processed Dairy,7.645404811858033,32,3.0,237.31,147.65,89.66,Regular
2023-09-04,Ghee,North,Supermarket,Dairy Fat,9.511992240150759,23,9.1,198.87,109.76,89.11,Regular
2023-09-04,Butter,South,Supermarket,Dairy Fat,4.051899358609645,33,8.5,122.35,72.19,50.16,Wholesale
2023-09-04,Cheese,South,Supermarket,Processed Dairy,6.67216002016189,37,1.2,243.91,146.1,97.81,Regular
2023-09-04,Curd,South,Wholesale,Fermented Dairy,1.538763586516055,76,5.7,110.28,70.93,39.35,New
2023-09-04,Paneer,South,Retail Store,Fresh Dairy,6.269403980508911,31,14.0,167.14,103.69,63.45,New
2023-09-04,Milk,West,Supermarket,Fresh Dairy,2.2850146239685145,62,3.6,136.57,86.78,49.79,Wholesale
2023-09-04,Flavored Milk,South,Retail Store,Beverage,2.5314773149361143,33,5.2,79.19,39.59,39.6,Regular
2023-09-04,Buttermilk,North,Retail Store,Beverage,1.4811366106218857,51,14.5,64.58,33.9,30.68,Wholesale
2023-09-04,Ghee,North,Supermarket,Dairy Fat,7.416100514618779,20,12.0,130.52,76.5,54.02,New
2023-09-04,Milk,South,Supermarket,Fresh Dairy,2.2186354033383955,57,7.5,116.98,79.61,37.37,Regular
2023-09-04,Buttermilk,West,Wholesale,Beverage,1.4614478666732182,57,5.0,79.14,39.73,39.41,Regular
2023-09-04,Ghee,West,Online,Dairy Fat,8.07967508278908,20,11.0,143.82,82.78,61.04,Wholesale
2023-09-04,Butter,South,Retail Store,Dairy Fat,4.412608467712863,26,8.6,104.86,66.58,38.28,Regular
2023-09-04,Paneer,West,Wholesale,Fresh Dairy,6.000040504639848,57,3.7,329.35,222.67,106.68,Regular
2023-09-05,Ghee,North,Online,Dairy Fat,9.286208478667215,17,10.6,141.13,75.18,65.95,New
2023-09-05,Curd,South,Supermarket,Fermented Dairy,1.5631967576065,50,1.4,77.07,47.39,29.68,Regular
2023-09-05,Milk,North,Wholesale,Fresh Dairy,2.149285518083727,72,7.8,142.68,100.99,41.69,New
2023-09-05,Paneer,East,Supermarket,Fresh Dairy,5.854639030534564,43,4.1,241.43,152.11,89.32,Regular
2023-09-05,Buttermilk,West,Supermarket,Beverage,1.4055310523923414,50,7.2,65.22,32.14,33.08,Regular
2023-09-05,Ghee,North,Supermarket,Dairy Fat,8.553203270258718,32,8.8,249.62,140.8,108.82,New
2023-09-05,Butter,South,Online,Dairy Fat,4.296577600336947,34,6.0,137.32,74.72,62.6,Regular
2023-09-05,Ghee,Central,Supermarket,Dairy Fat,8.558616752547588,30,7.4,237.76,137.17,100.59,Wholesale
2023-09-05,Yogurt,South,Retail Store,Fermented Dairy,2.7865607774605254,36,13.2,87.07,53.81,33.26,Regular
2023-09-05,Milk,North,Online,Fresh Dairy,2.0702355240230026,51,7.1,98.09,67.53,30.56,Regular
2023-09-05,Butter,North,Online,Dairy Fat,4.39199115974588,29,16.4,106.48,64.9,41.58,Regular
2023-09-05,Milk,East,Online,Fresh Dairy,2.2673618727895066,42,10.0,85.71,57.06,28.65,Regular
2023-09-05,Buttermilk,North,Wholesale,Beverage,1.3857197998969066,51,8.1,64.95,34.31,30.64,New
2023-09-05,Cream,Central,Online,Fresh Dairy,3.469847901312878,31,11.9,94.77,64.39,30.38,Regular
2023-09-05,Curd,East,Supermarket,Fermented Dairy,1.6285557372384183,64,7.9,95.99,55.35,40.64,Regular
2023-09-05,Curd,West,Wholesale,Fermented Dairy,1.6873304904363184,88,2.7,144.48,85.84,58.64,Regular
2023-09-05,Paneer,South,Wholesale,Fresh Dairy,6.191891902744975,50,10.8,276.16,199.17,76.99,Regular
2023-09-05,Cheese,North,Supermarket,Processed Dairy,6.365005154507068,35,4.4,212.97,138.17,74.8,Wholesale
2023-09-05,Curd,North,Retail Store,Fermented Dairy,1.4520813877019998,46,13.9,57.51,35.13,22.38,New
2023-09-05,Curd,East,Supermarket,Fermented Dairy,1.6595256684456245,55,6.7,85.16,51.16,34.0,Wholesale
2023-09-05,Milk,Central,Online,Fresh Dairy,2.2332027567472905,52,5.5,109.74,77.57,32.17,Wholesale
2023-09-05,Cream,East,Retail Store,Fresh Dairy,3.902408644860614,29,5.9,106.49,74.27,32.22,New
2023-09-05,Milk,South,Retail Store,Fresh Dairy,1.8887430431919057,71,10.5,120.02,79.0,41.02,Regular
2023-09-05,Cheese,East,Online,Processed Dairy,6.955565665956355,27,7.9,172.96,109.39,63.57,Regular
2023-09-05,Curd,Central,Retail Store,Fermented Dairy,1.6749647878065201,45,4.3,72.13,41.76,30.37,Regular
2023-09-05,Curd,East,Retail Store,Fermented Dairy,1.4118696317657333,47,9.9,59.79,35.98,23.81,Regular
2023-09-05,Flavored Milk,North,Supermarket,Beverage,2.7137903637984326,36,13.5,84.51,44.94,39.57,Regular
2023-09-05,Ghee,South,Retail Store,Dairy Fat,8.694593213248691,23,7.4,185.18,109.65,75.53,Wholesale
2023-09-05,Milk,South,Online,Fresh Dairy,2.0269666873175054,51,6.7,96.45,64.98,31.47,Regular
2023-09-05,Milk,East,Supermarket,Fresh Dairy,2.044158877666054,43,3.4,84.91,53.9,31.01,Regular
2023-09-05,Cheese,Central,Retail Store,Processed Dairy,7.034332487751492,35,7.3,228.23,145.97,82.26,Regular
2023-09-05,Flavored Milk,Central,Supermarket,Beverage,2.318736628627007,57,5.3,125.16,70.2,54.96,Regular
2023-09-05,Paneer,South,Supermarket,Fresh Dairy,5.934969756296826,33,9.9,176.46,118.29,58.17,Wholesale
2023-09-05,Ghee,South,Supermarket,Dairy Fat,8.497822804710765,28,8.9,216.76,126.81,89.95,Regular
2023-09-05,Flavored Milk,East,Supermarket,Beverage,2.7173526147853817,44,14.9,101.75,50.07,51.68,Regular
2023-09-05,Milk,South,Retail Store,Fresh Dairy,2.3776998261346995,61,0.0,145.04,98.85,46.19,Regular
2023-09-05,Cream,Central,Online,Fresh Dairy,3.7446144064931595,28,11.2,93.11,64.57,28.54,New
2023-09-05,Curd,West,Retail Store,Fermented Dairy,1.7372794063623844,35,8.2,55.82,33.83,21.99,Regular
2023-09-05,Milk,South,Retail Store,Fresh Dairy,2.241496816022574,46,11.2,91.56,64.18,27.38,Regular
2023-09-05,Paneer,East,Wholesale,Fresh Dairy,6.17967562664567,58,4.5,342.29,235.32,106.97,Wholesale
2023-09-05,Milk,North,Supermarket,Fresh Dairy,2.3542614962627835,61,4.0,137.87,95.7,42.17,Wholesale
2023-09-05,Curd,West,Retail Store,Fermented Dairy,1.4307367725664546,44,10.3,56.47,32.88,23.59,New
2023-09-05,Milk,Central,Online,Fresh Dairy,2.2088025985079422,63,3.0,134.98,98.38,36.6,Wholesale
2023-09-05,Butter,West,Wholesale,Dairy Fat,4.313479109832946,52,1.6,220.71,134.49,86.22,New
2023-09-05,Yogurt,North,Wholesale,Fermented Dairy,2.799904861438584,53,0.3,147.95,85.46,62.49,Regular
2023-09-05,Milk,West,Online,Fresh Dairy,2.3351706854588987,61,12.2,125.07,86.11,38.96,Wholesale
2023-09-05,Cheese,Central,Supermarket,Processed Dairy,6.618568112852675,35,4.4,221.46,138.67,82.79,Regular
2023-09-05,Cheese,East,Online,Processed Dairy,6.454245631307931,24,6.4,144.99,92.62,52.37,Regular
2023-09-05,Butter,North,Online,Dairy Fat,4.215751787195262,28,9.4,106.95,61.27,45.68,Regular
2023-09-05,Flavored Milk,North,Retail Store,Beverage,2.4110953678176736,37,7.8,82.25,44.7,37.55,Regular
2023-09-05,Buttermilk,West,Retail Store,Beverage,1.420214785298298,47,11.0,59.41,30.88,28.53,New
2023-09-05,Cheese,Central,Supermarket,Processed Dairy,6.816495433958805,27,7.1,170.98,106.31,64.67,Regular
2023-09-05,Flavored Milk,Central,Retail Store,Beverage,2.5218640048376044,43,3.9,104.21,55.24,48.97,Regular
2023-09-05,Cheese,Central,Wholesale,Processed Dairy,6.304037486354821,46,9.3,263.02,166.12,96.9,Regular
2023-09-05,Ghee,South,Supermarket,Dairy Fat,7.131187776886879,32,13.2,198.08,112.9,85.18,Wholesale
2023-09-06,Flavored Milk,South,Supermarket,Beverage,2.4381302290069273,59,9.5,130.18,69.31,60.87,Wholesale
2023-09-06,Ghee,West,Online,Dairy Fat,7.807513347359986,23,13.4,155.51,86.12,69.39,Regular
2023-09-06,Cream,Central,Online,Fresh Dairy,3.780426026418647,24,3.5,87.55,63.9,23.65,Regular
2023-09-06,Butter,South,Online,Dairy Fat,3.868925347620086,27,12.9,90.99,51.17,39.82,Regular
2023-09-06,Milk,Central,Retail Store,Fresh Dairy,2.3539724162813145,49,12.0,101.5,65.93,35.57,Regular
2023-09-06,Ghee,Central,Retail Store,Dairy Fat,8.210534232320853,24,4.9,187.4,107.58,79.82,Regular
2023-09-06,Yogurt,East,Online,Fermented Dairy,2.961657005961742,39,7.0,107.42,65.33,42.09,Wholesale
2023-09-06,Milk,Central,Retail Store,Fresh Dairy,2.284264318624982,55,3.6,121.11,95.48,25.63,Wholesale
2023-09-06,Milk,East,Wholesale,Fresh Dairy,2.42348191224003,73,8.9,161.17,106.57,54.6,Wholesale
2023-09-06,Milk,South,Wholesale,Fresh Dairy,2.145070515000384,75,5.3,152.35,96.1,56.25,New
2023-09-06,Curd,North,Supermarket,Fermented Dairy,1.4424199833990692,64,9.5,83.54,52.63,30.91,New
2023-09-06,Yogurt,South,Retail Store,Fermented Dairy,2.5553984961300453,21,3.7,51.68,31.46,20.22,Wholesale
2023-09-06,Milk,Central,Supermarket,Fresh Dairy,2.118018458047703,75,16.8,132.16,87.27,44.89,Wholesale
2023-09-06,Ghee,North,Online,Dairy Fat,8.665503631644466,16,8.6,126.72,75.19,51.53,Regular
2023-09-06,Curd,North,Wholesale,Fermented Dairy,1.773389361395758,62,11.9,96.87,54.78,42.09,Regular
2023-09-06,Butter,South,Online,Dairy Fat,4.13669574459101,30,9.1,112.81,61.29,51.52,New
2023-09-06,Flavored Milk,North,Supermarket,Beverage,2.7543512009593334,59,7.6,150.16,74.34,75.82,Regular
2023-09-06,Flavored Milk,West,Supermarket,Beverage,2.3993525492446848,57,5.5,129.24,68.2,61.04,Regular
2023-09-06,Yogurt,Central,Retail Store,Fermented Dairy,2.6086603131578823,43,1.4,110.6,65.7,44.9,New
2023-09-06,Cheese,West,Online,Processed Dairy,7.402026484044398,26,7.0,178.98,108.47,70.51,Regular
2023-09-06,Milk,South,Supermarket,Fresh Dairy,2.405397128355416,55,6.4,123.83,83.05,40.78,New
2023-09-06,Cream,North,Wholesale,Fresh Dairy,3.3768887450657767,51,7.9,158.62,102.67,55.95,Regular
2023-09-06,Cheese,Central,Wholesale,Processed Dairy,6.170838967941848,41,8.7,230.99,151.54,79.45,Regular
2023-09-06,Cream,East,Supermarket,Fresh Dairy,3.518336316865609,38,4.6,127.55,92.26,35.29,Wholesale
2023-09-06,Cheese,West,Retail Store,Processed Dairy,6.060075339802535,35,3.7,204.25,125.81,78.44,Wholesale
2023-09-06,Flavored Milk,Central,Supermarket,Beverage,2.3396379511006447,39,7.4,84.49,43.88,40.61,Wholesale
2023-09-06,Flavored Milk,West,Retail Store,Beverage,2.428805396413966,37,6.4,84.11,42.47,41.64,New
2023-09-06,Yogurt,Central,Online,Fermented Dairy,2.6055957609973985,41,1.4,105.33,62.52,42.81,Wholesale
2023-09-06,Flavored Milk,West,Online,Beverage,2.3390983915664383,35,11.8,72.21,35.47,36.74,Regular
2023-09-06,Curd,East,Online,Fermented Dairy,1.711504068266638,43,13.1,63.95,38.09,25.86,Regular
2023-09-06,Flavored Milk,Central,Supermarket,Beverage,2.4181882207838727,38,8.5,84.08,46.11,37.97,Regular
2023-09-06,Curd,East,Supermarket,Fermented Dairy,1.551464426806932,59,6.6,85.49,50.25,35.24,New
2023-09-06,Milk,South,Supermarket,Fresh Dairy,2.102313189013142,48,8.4,92.43,66.08,26.35,Wholesale
2023-09-06,Paneer,North,Retail Store,Fresh Dairy,5.5367528796130365,35,14.9,164.91,115.69,49.22,Regular
2023-09-06,Paneer,West,Supermarket,Fresh Dairy,5.337416515426483,31,6.2,155.2,102.07,53.13,New
2023-09-06,Flavored Milk,Central,Retail Store,Beverage,2.4762671149587376,36,6.6,83.26,43.78,39.48,Regular
2023-09-07,Buttermilk,Central,Retail Store,Beverage,1.4647391037911643,54,7.1,73.48,39.2,34.28,Regular
2023-09-07,Milk,South,Retail Store,Fresh Dairy,1.991886973504815,46,4.6,87.41,60.17,27.24,Regular
2023-09-07,Milk,East,Online,Fresh Dairy,1.9301614511943184,40,7.5,71.42,50.03,21.39,Regular
2023-09-07,Buttermilk,Central,Online,Beverage,1.4411045585831004,32,1.3,45.52,22.62,22.9,Regular
2023-09-07,Yogurt,North,Supermarket,Fermented Dairy,2.7988097645764736,47,8.6,120.23,73.96,46.27,Wholesale
2023-09-07,Flavored Milk,East,Wholesale,Beverage,2.2998909081214642,70,2.0,157.77,79.18,78.59,Regular
2023-09-07,Milk,West,Retail Store,Fresh Dairy,2.063538885021875,60,0.4,123.32,80.81,42.51,Regular
2023-09-07,Flavored Milk,South,Supermarket,Beverage,2.4860247096995987,38,11.7,83.42,38.9,44.52,Wholesale
2023-09-07,Butter,West,Supermarket,Dairy Fat,4.612608364412604,41,7.4,175.12,109.77,65.35,Wholesale
2023-09-07,Cream,Central,Supermarket,Fresh Dairy,3.5358829057996854,24,8.7,77.48,51.63,25.85,Wholesale
2023-09-07,Milk,East,Retail Store,Fresh Dairy,2.2082173858114813,44,9.0,88.42,67.49,20.93,Regular
2023-09-07,Paneer,Central,Supermarket,Fresh Dairy,5.712683166107391,44,14.4,215.16,134.09,81.07,Regular
2023-09-07,Butter,West,Retail Store,Dairy Fat,3.8363200182802792,31,14.6,101.56,58.34,43.22,Wholesale
2023-09-07,Flavored Milk,South,Supermarket,Beverage,2.5711613365997676,48,8.8,112.56,53.82,58.74,Wholesale
2023-09-07,Cream,West,Wholesale,Fresh Dairy,3.44333509356295,36,6.3,116.15,74.36,41.79,New
2023-09-07,Curd,South,Retail Store,Fermented Dairy,1.5322536005991871,54,6.5,77.36,44.92,32.44,New
2023-09-07,Cheese,Central,Retail Store,Processed Dairy,6.61836465264573,31,5.4,194.09,125.43,68.66,Wholesale
2023-09-07,Butter,Central,Supermarket,Dairy Fat,4.451879964961587,35,1.3,153.79,88.84,64.95,Regular
2023-09-07,Milk,West,Retail Store,Fresh Dairy,2.13330929559046,41,14.3,74.96,54.55,20.41,Regular
2023-09-07,Curd,North,Retail Store,Fermented Dairy,1.5044106938728206,40,8.6,55.0,32.86,22.14,Regular
2023-09-07,Yogurt,South,Supermarket,Fermented Dairy,2.9305475890387243,51,6.4,139.89,83.81,56.08,Regular
2023-09-07,Paneer,North,Retail Store,Fresh Dairy,6.293410627821967,37,8.2,213.76,150.05,63.71,New
2023-09-07,Cheese,East,Supermarket,Processed Dairy,6.056434362029594,36,5.2,206.69,132.7,73.99,New
2023-09-07,Cheese,North,Retail Store,Processed Dairy,6.728766313312693,35,8.1,216.43,134.93,81.5,Wholesale
2023-09-07,Milk,South,Supermarket,Fresh Dairy,2.2727406585077468,43,7.8,90.11,62.61,27.5,Wholesale
2023-09-07,Ghee,East,Retail Store,Dairy Fat,8.07584411872163,20,10.2,145.04,80.73,64.31,Regular
